0,1,2,3,4,5,6,7,8,9,10,11,state
44,2737402,Giam Pasang B,Kapit,Batang Rajang,Btg. Belaga,19/09/2025 15:30,1.86,3.00,5.00,5.50,6.00,Sarawak
45,2737413,Belaga,Kapit,Batang Rajang,Btg. Belaga,19/09/2025 15:30,42.46,41.06,47.30,50.90,52.00,Sarawak
46,2333401,Punan Bah B,Kapit,Batang Rajang,Btg. Belaga,19/09/2025 15:30,6.43,5.37,9.00,10.00,11.00,Sarawak
47,2230443,Nanga Merit,Kapit,Batang Rajang,Btg. Belaga,19/09/2025 15:30,18.34,18.00,20.00,23.00,24.00,Sarawak
48,2130405,Nanga Benin B,Kapit,Batang Rajang,Btg. Belaga,19/09/2025 15:30,14.51,13.46,20.60,21.60,22.00,Sarawak
49,1836401,Nanga Entawau,Kapit,Batang Rajang,Btg. Baleh,19/09/2025 15:30,6.59,4.60,11.30,12.30,12.80,Sarawak
50,1834401,Gaat B,Kapit,Batang Rajang,Btg. Baleh,19/09/2025 15:30,32.75,32.00,42.50,44.50,46.50,Sarawak
51,1932408,Teluk Buing,Kapit,Batang Rajang,Btg. Baleh,19/09/2025 15:30,4.67,1.98,10.00,11.00,12.00,Sarawak
52,2029402,Kapit New Headworks,Kapit,Batang Rajang,Btg. Rajang,19/09/2025 15:30,11.30,6.25,12.10,14.80,15.30,Sarawak
53,2029403,Kapit Town,Kapit,Batang Rajang,Btg. Rajang,19/09/2025 15:30,10.79,6.25,11.90,14.55,15.30,Sarawak
54,2026401,Nanga Sebatu,Kapit,Batang Rajang,Btg. Rajang,19/09/2025 15:30,8.39,5.00,11.00,14.00,15.00,Sarawak
55,2025401,Song B,Kapit,Batang Rajang,Sg. Katibas,19/09/2025 15:30,8.05,5.59,10.59,11.59,12.59,Sarawak
56,2023401,Nanga Kabah,Sibu,Batang Rajang,Btg. Rajang,19/09/2025 15:30,3.39,4.50,6.29,7.04,7.79,Sarawak
57,2020404,Nanga Machan B,Sibu,Batang Rajang,Sg. Kanowit,19/09/2025 15:30,4.55,6.00,8.00,9.00,10.00,Sarawak
58,2121401,Kanowit Town,Sibu,Batang Rajang,Btg. Rajang,19/09/2025 15:30,3.16,3.40,4.59,5.09,5.59,Sarawak
59,2119401,Durin Bazaar,Sibu,Batang Rajang,Btg. Rajang,19/09/2025 15:30,2.78,2.50,3.50,4.00,4.50,Sarawak
60,2218405,Stabau,Sibu,Batang Rajang,Btg. Rajang,19/09/2025 15:30,2.54,2.40,3.50,3.74,4.30,Sarawak
61,2218402,Sungai Salim B,Sibu,Batang Rajang,Sg. Salim,19/09/2025 15:30,2.19,2.00,2.65,2.80,3.10,Sarawak
62,2318405,Jabatan Laut,Sibu,Batang Rajang,Btg. Igan,19/09/2025 15:30,1.17,1.30,2.30,2.60,2.90,Sarawak
63,2418401,Rantau Panjang B,Sibu,Batang Rajang,Btg. Igan,19/09/2025 15:30,0.49,1.50,2.00,2.18,2.60,Sarawak
64,2318403,Sungai Teku,Sibu,Batang Rajang,Sg. Merah,19/09/2025 15:30,1.83,1.60,2.60,2.78,3.20,Sarawak
65,2318402,Ulu Sungai Merah,Sibu,Batang Rajang,Sg. Merah,19/09/2025 15:30,1.31,1.60,2.20,2.29,2.50,Sarawak
66,2318427,Sungai Merah,Sibu,Batang Rajang,Sg. Merah,19/09/2025 15:30,1.27,1.11,2.50,2.80,3.00,Sarawak
67,2218403,Sarawak Maritime,Sibu,Batang Rajang,Btg. Rajang,19/09/2025 15:30,0.85,2.30,2.80,2.95,3.30,Sarawak
68,2218403,Express Terminal,Sibu,Batang Rajang,Btg. Rajang,19/09/2025 15:30,1.36,1.80,2.50,2.62,2.90,Sarawak
69,2218402,Sungai Bidut,Sibu,Batang Rajang,Btg. Rajang,19/09/2025 15:30,1.64,1.80,2.80,2.98,3.40,Sarawak
70,2216401,Lebaan,Sibu,Batang Rajang,Btg. Lebaan,19/09/2025 15:30,2.70,2.60,3.40,4.15,4.90,Sarawak
71,2021401,Renan Kemiding,Sibu,Batang Rajang,Sg. Kanowit,19/09/2025 15:30,5.08,2.91,6.21,7.21,7.71,Sarawak
72,2321401,Stapang B,Sibu,Batang Oya,Btg. Oya,19/09/2025 15:30,10.78,10.00,12.20,13.20,14.20,Sarawak
73,2520452,Tamin,Sibu,Batang Oya,Btg. Oya,19/09/2025 15:30,-9999.00,5.00,7.00,7.50,8.50,Sarawak
74,2625402,Nanga Lemai B,Sibu,Batang Balingian,Sg. Lemai,19/09/2025 15:30,2.69,1.80,2.80,3.10,3.80,Sarawak
75,2523402,Selangau B,Sibu,Batang Mukah,Btg. Mukah,19/09/2025 15:30,11.88,14.00,16.90,17.20,17.90,Sarawak
76,1918401,Nanga Ayam,Sarikei,Batang Rajang,Sg. Kanowit,19/09/2025 15:30,10.11,8.45,18.48,18.95,19.45,Sarawak
77,1915401,Ambas,Sarikei,Batang Rajang,Sg. Sarikei,19/09/2025 15:30,3.15,1.24,6.00,6.50,7.00,Sarawak
78,2116401,Bintangor,Sarikei,Batang Rajang,Btg. Rajang,19/09/2025 15:30,1.15,2.40,2.48,2.60,3.30,Sarawak
79,2115401,Sarikei DID,Sarikei,Batang Rajang,Btg. Rajang,19/09/2025 15:30,1.40,0.00,2.70,3.00,3.30,Sarawak
80,2516401,Sungai Dausan,Mukah,Batang Rajang,Btg. Paloh,19/09/2025 15:30,5.07,5.00,6.00,6.30,6.60,Sarawak
81,2514401,Daro,Mukah,Batang Rajang,Sg. Daro,19/09/2025 15:30,3.78,3.70,5.30,5.60,5.90,Sarawak
82,2613401,Mid Bruit,Mukah,Batang Rajang,Btg. Lassa,19/09/2025 15:30,4.01,2.80,4.50,5.00,5.50,Sarawak
83,2615401,Matu,Mukah,Batang Rajang,Btg. Matu,19/09/2025 15:30,1.25,0.84,1.74,2.64,3.34,Sarawak
84,2818401,Oya Water Works,Mukah,Batang Oya,Btg. Oya,19/09/2025 15:30,1.33,3.00,4.00,4.50,5.00,Sarawak
85,2825401,Sungai Bawan,Mukah,Batang Balingian,Sg. Bawan,19/09/2025 11:15,-9999.00,1.90,3.50,4.40,4.70,Sarawak
86,3025401,Kuala Balingian,Mukah,Batang Balingian,Btg. Balingian,19/09/2025 15:30,-9999.00,0.00,0.80,1.10,1.40,Sarawak
87,2629401,Muput,Bintulu,Batang Tatau,Sg. Anap,19/09/2025 15:30,-9999.00,3.00,6.50,7.50,8.50,Sarawak
88,2830401,Rumah Abua,Bintulu,Batang Tatau,Btg. Tatau,19/09/2025 15:30,2.23,5.00,9.31,10.40,11.31,Sarawak
89,2828401,Tatau Town,Bintulu,Batang Tatau,Btg. Tatau,19/09/2025 15:30,-9999.00,1.25,2.25,2.95,3.30,Sarawak
90,3028401,Kuala Tatau,Bintulu,Batang Tatau,Btg. Tatau,19/09/2025 15:30,-0.80,0.50,0.75,1.05,1.35,Sarawak
91,3137401,Tubau,Bintulu,Batang Kemena,Btg. Kemena,19/09/2025 15:30,3.21,3.00,6.20,6.80,7.50,Sarawak
92,3236401,Rumah Along,Bintulu,Batang Kemena,Btg. Kemena,19/09/2025 15:30,2.47,1.88,5.00,6.00,7.00,Sarawak
93,3130401,Bintulu Kastam Wharf,Bintulu,Batang Kemena,Btg. Kemena,19/09/2025 15:30,-0.42,0.50,1.00,1.60,2.10,Sarawak
94,3035401,Kuala Binyo,Bintulu,Batang Kemena,Sg. Binyo,19/09/2025 15:30,2.82,4.00,5.20,5.80,6.00,Sarawak
95,3330401,Sungai Sebatang,Bintulu,Batang Kemena,Sg. Sebatang,19/09/2025 15:30,1.53,2.00,3.26,4.00,4.26,Sarawak
96,3132401,Sebauh,Bintulu,Batang Kemena,Btg. Kemena,19/09/2025 15:30,0.18,0.22,1.27,1.57,1.97,Sarawak
97,2836401,Bintulu/Belaga Road,Bintulu,Batang Kemena,Sg. Pandan,19/09/2025 15:30,3.50,3.00,9.65,10.15,10.65,Sarawak
98,3130402,Sungai Sibiu,Bintulu,Batang Kemena,Sg. Sibiu,19/09/2025 15:30,2.54,0.07,3.30,4.30,5.30,Sarawak
99,3533401,Sungai Similajau,Bintulu,Sungai Similajau,Sg. Similajau,19/09/2025 15:30,4.13,4.00,8.00,9.00,12.00,Sarawak
100,3635401,Kuala Tutong,Miri,Batang Suai,Btg. Suai,19/09/2025 15:30,0.72,1.20,4.00,4.50,5.00,Sarawak
101,3837401,Batu Niah Bazaar,Miri,Sungai Miri,Sg. Niah,19/09/2025 15:30,0.41,0.86,2.62,4.72,5.22,Sarawak
102,4038406,Bekenu,Miri,Sungai Sibuti,Sg. Sibuti,19/09/2025 15:30,0.04,0.42,1.21,1.51,2.02,Sarawak
103,4440401,Miri DID,Miri,Sungai Miri,Sg. Miri,19/09/2025 15:30,0.77,2.00,2.50,2.70,3.00,Sarawak
104,3945401,Long Panai,Miri,Batang Baram,Sg. Tutoh,19/09/2025 15:30,6.75,4.00,6.50,7.50,8.00,Sarawak
105,3152408,Lio Matu,Miri,Batang Baram,Btg. Baram,19/09/2025 15:30,1.26,0.30,7.00,8.00,9.00,Sarawak
106,3347401,Long Akah,Miri,Batang Baram,Btg. Baram,19/09/2025 15:30,2.46,5.00,9.00,10.00,11.00,Sarawak
107,4043459,Benawa,Miri,Batang Baram,Btg. Baram,19/09/2025 15:30,-9999.00,3.50,6.00,7.00,8.00,Sarawak
108,3541401,Long Jegan,Miri,Batang Baram,Sg. Tinjar,19/09/2025 15:30,9.08,4.50,10.50,11.50,12.00,Sarawak
109,3842425,Long Teru,Miri,Batang Baram,Sg. Tinjar,19/09/2025 15:30,9.10,3.00,6.00,7.00,8.00,Sarawak
110,4143406,Marudi,Miri,Batang Baram,Btg. Baram,19/09/2025 15:30,4.36,0.00,2.79,3.09,3.25,Sarawak
111,4553401,Long Tengoa,Limbang,Batang Trusan,Btg. Trusan,19/09/2025 15:30,45.09,43.70,46.50,48.00,50.00,Sarawak
112,1860041WL,Lundu Town (RHN),Kuching,Batang Kayan,Btg. Kayan,19/09/2025 15:15,1.38,0.50,2.00,2.50,3.00,Sarawak
113,1800341WL,Kampung Mang,Samarahan,Batang Samarahan,Btg. Samarahan,19/09/2025 15:15,1.63,1.50,2.00,2.50,3.00,Sarawak
114,1800351WL,Sungai Endap,Serian,Batang Samarahan,Sg. Endap,19/09/2025 15:15,3.10,3.50,5.00,6.00,7.30,Sarawak
115,1800331WL,Kampung Lintang Panchor,Serian,Batang Samarahan,Btg. Samarahan,19/09/2025 15:15,2.21,3.00,5.50,6.00,6.50,Sarawak
116,1015401,Entebar,Sri Aman,Batang Lupar,Btg. Undup,19/09/2025 15:15,26.04,26.00,31.90,32.10,33.50,Sarawak
117,1114422,Entulang D,Sri Aman,Batang Lupar,Sg. Entulang,19/09/2025 15:15,12.53,11.50,14.00,15.20,16.00,Sarawak
118,1770411WL,SK Ulu Engkari,Sri Aman,Batang Lupar,Sg. Engkari,19/09/2025 15:15,203.00,202.50,204.00,205.00,205.50,Sarawak
119,1813401,Sebatan,Betong,Batang Krian,Sg. Sebemban,19/09/2025 15:15,8.07,7.10,9.00,9.60,10.20,Sarawak
120,4849401,Lubok Piasau II,Limbang,Sungai Limbang,Sg. Limbang,19/09/2025 15:15,2.26,0.80,1.20,1.50,2.20,Sarawak
,,,,,,,,,,,,Sabah
,,,,,,,,,,,,Sabah
1,5159401,Sg. Padas di Tenom,Tenom,Sungai Padas,Sg. Padas,19/09/2025 14:00,174.90,174.50,175.50,176.25,177.00,Sabah
2,5663401,Sg. Pegalan di Keranaan,Tambunan,Sungai Padas,Sg. Pegalan,19/09/2025 15:30,564.81,564.00,565.00,565.30,566.00,Sabah
3,5261402,Sg. Sook di Biah,Keningau,Sungai Padas,Sg. Sook,19/09/2025 15:00,254.53,253.50,255.50,256.50,257.50,Sabah
4,5261401,Sg. Pegalan di Ansip,Keningau,Sungai Padas,Sg. Pegalan,19/09/2025 15:00,239.59,237.50,239.50,240.50,241.50,Sabah
5,5961403,Sg. Moyog di Penampang (RHN),Penampang,Sungai Moyog,Sg. Moyog,19/09/2025 15:15,5.60,4.30,8.00,9.00,10.00,Sabah
,,,,,,,,,,,,Wilayah Persekutuan Labuan
,,,,,,,,,,,,Wilayah Persekutuan Labuan
1,0000281WL,Sg. Bangat di Kg. Sg. Bangat,Labuan,Sungai Kinabenua,Sg. Bangat,19/09/2025 15:15,1.17,0.60,1.00,1.80,2.20,Wilayah Persekutuan Labuan
2,0000241WL,Empangan Bukit Kuda,Labuan,Sungai Kinabenua,Sg. Kinabenua,19/09/2025 15:15,16.08,17.00,17.50,17.80,18.00,Wilayah Persekutuan Labuan
3,0000211WL,Waterfront D/S,Labuan,New Victoria,New Victoria,19/09/2025 15:15,-0.46,0.60,1.00,1.25,1.50,Wilayah Persekutuan Labuan
4,0000261WL,Empangan Kerupang,Labuan,Sungai Kerupang,Sg. Kerupang,19/09/2025 15:15,16.12,16.05,16.90,17.30,17.50,Wilayah Persekutuan Labuan
